Date,Total_Value,HK_Value,AX_Value,HK_Profit,AX_Profit,Rebalance
2025-01-01,5000.0,2500.0,2508.1294396211524,0.0,0.0,0
2025-01-03,4986.89818468824,2500.0,2486.89818468824,0.0,0.0,0
2025-01-06,4976.1641673243885,2500.0,2476.1641673243885,0.0,0.0,0
2025-01-07,4959.905288082084,2500.0,2459.905288082084,0.0,0.0,0
2025-01-08,4965.666929755327,2500.0,2465.6669297553276,0.0,0.0,0
2025-01-10,4925.730071033939,2500.0,2425.730071033938,0.0,0.0,0
2025-01-13,4921.4680347277035,2500.0,2421.4680347277035,0.0,0.0,0
2025-01-14,4939.9368587213885,2500.0,2439.936858721389,0.0,0.0,0
2025-01-15,4993.449092344121,2500.0,2493.4490923441203,0.0,0.0,0
2025-01-16,5003.867403314917,2500.0,2503.8674033149173,0.0,0.0,0
2025-01-17,5021.6258879242305,2500.0,2521.6258879242305,0.0,0.0,0
2025-01-21,5062.752170481452,2500.0,2562.752170481452,0.0,0.0,0
2025-01-22,5052.486187845304,2500.0,2552.486187845304,0.0,0.0,0
2025-01-23,5089.581689029203,2500.0,2589.581689029203,0.0,0.0,0
2025-01-24,5096.685082872928,2500.0,2596.6850828729284,0.0,0.0,0
2025-01-27,5145.540647198106,2500.0,2645.540647198106,0.0,0.0,0
2025-01-28,5139.068666140489,2500.0,2639.0686661404893,0.0,0.0,0
2025-01-29,5155.169692186268,2500.0,2655.169692186267,0.0,0.0,0
2025-01-30,5274.901341752171,2500.0,2774.9013417521705,0.0,0.0,0
2025-01-31,5197.711128650355,2500.0,2697.7111286503555,0.0,0.0,0
2025-02-03,5226.913970007892,2500.0,2726.9139700078927,0.0,0.0,0
2025-02-04,5227.387529597474,2500.0,2727.3875295974744,0.0,0.0,0
2025-02-05,5254.380426203631,2500.0,2754.380426203631,0.0,0.0,0
2025-02-06,5241.669297553275,2500.0,2741.6692975532756,0.0,0.0,0
2025-02-07,5247.040252565115,2500.0,2747.0402525651148,0.0,0.0,0
2025-02-10,5275.059194948698,2500.0,2775.059194948698,0.0,0.0,0
2025-02-11,5268.034727703236,2500.0,2768.034727703236,0.0,0.0,0
2025-02-12,5274.191002367798,2500.0,2774.1910023677983,0.0,0.0,0
2025-02-13,5305.840568271507,2500.0,2805.8405682715074,0.0,0.0,0
2025-02-14,5296.4483030781375,2500.0,2796.4483030781375,0.0,0.0,0
2025-02-18,5315.502762430939,2500.0,2815.502762430939,0.0,0.0,0
2025-02-19,5301.657458563536,2500.0,2801.6574585635362,0.0,0.0,0
2025-02-20,5424.48148649764,2591.488631327947,2832.9928551696926,0.0,0.0,0
2025-02-21,5395.481513742093,2577.6425654390146,2817.8389483030783,0.0,0.0,0
2025-02-24,5447.892922836753,2602.6664449362,2845.226477900553,0.0,0.0,0
2025-02-25,5451.197711398687,2604.244319528126,2846.953391870561,0.0,0.0,0
2025-02-26,5418.892950081206,2588.8203790472676,2830.072571033939,0.0,0.0,0
2025-02-27,5509.985634231594,2610.1419503326197,2899.8436838989746,0.0,0.0,0
2025-02-28,5538.635989401287,2610.1419503326197,2928.494039068667,0.0,0.0,0
2025-03-03,5534.8751369940255,2610.1419503326197,2924.733186661406,0.0,0.0,0
2025-03-04,5462.248459803812,2610.1419503326197,2852.106509471192,0.0,0.0,0
2025-03-05,5457.025886796709,2610.1419503326197,2846.883936464089,0.0,0.0,0
2025-03-06,5394.642303529147,2610.1419503326197,2784.5003531965276,0.0,0.0,0
2025-03-07,5403.119020182659,2610.1419503326197,2792.97706985004,0.0,0.0,0
2025-03-10,5344.095342203181,2610.1419503326197,2733.953391870561,0.0,0.0,0
2025-03-11,5483.113945202391,2671.8460426767397,2811.2679025256516,0.0,0.0,0
2025-03-12,5719.637801629488,2839.9620972095977,2879.6757044198907,0.0,0.0,0
2025-03-13,5693.749877399023,2839.9620972095977,2853.7877801894247,0.0,0.0,0
2025-03-14,5789.449048492026,2874.2958381526405,2915.153210339385,0.0,0.0,0
2025-03-17,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-03-18,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-03-19,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-03-20,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-03-21,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-03-24,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-03-25,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-03-26,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-03-27,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-03-28,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-03-31,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-04-01,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-04-02,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-04-03,5847.3379198416715,2914.5447331802648,2932.7931866614063,0.0,0.0,0
2025-04-04,5797.017004293133,2971.8079928487737,2825.209011444359,0.0,0.0,0
2025-04-07,5823.5363413097075,2971.8079928487737,2851.7283484609334,0.0,0.0,0
2025-04-08,5804.600590313581,2989.8308053885594,2814.7697849250217,0.0,0.0,0
2025-04-09,5939.933604488079,3047.3353533699506,2892.5982511181287,0.0,0.0,0
