datetime,date,time,current_portfolio_value,initial_value,fee,close,returns,log_returns,d_log_returns,cumulative_return,results
2025-08-05 23:50:56,2025-08-05 23:50:56,23:50:56,19993.78947704,20094.52284208,0.0,113796.29,-0.0001434954755854530,-0.00014350577204621900,-0.0035274533144203000,0.003245697677381590,19993.78947704
2025-08-06 00:50:59,2025-08-06 00:50:59,00:50:59,19995.69513576,20094.52284208,0.0,113796.29,9.53125330336313E-05,9.53079910827556E-05,0.00023881376312897500,0.0033413195660823000,19995.69513576
2025-08-06 01:51:00,2025-08-06 01:51:00,01:51:00,19966.657693840000,20094.52284208,0.0,113796.29,-0.001452184668892410,-0.0014532401109703100,-0.0015485481020530700,0.0018842826841420900,19966.657693840000
2025-08-06 02:51:02,2025-08-06 02:51:02,02:51:02,19982.28286984,20094.52284208,0.0,113796.29,0.0007825634234626120,0.0007822573803617580,0.0022354974913320700,0.0026683206783126900,19982.28286984
2025-08-06 03:51:04,2025-08-06 03:51:04,03:51:04,19983.34993368,20094.52284208,0.0,113796.29,5.34004971779467E-05,5.33990714221544E-05,-0.0007288583089396040,0.0027218636651416000,19983.34993368
2025-08-06 04:51:09,2025-08-06 04:51:09,04:51:09,19996.82960232,20094.52284208,0.0,113796.29,0.0006745449929432820,0.0006743175897262510,0.0006209185183040970,0.003398244677591760,19996.82960232
2025-08-06 05:51:18,2025-08-06 05:51:18,05:51:18,19970.87036384,20094.52284208,0.0,113796.29,-0.0012981677093946200,-0.0012990110590473400,-0.0019733286487735900,0.0020956654766879400,19970.87036384
2025-08-06 06:51:20,2025-08-06 06:51:20,06:51:20,19987.49301256,20094.52284208,0.0,113796.29,0.0008323447309586120,0.0008319985241786420,0.002131009583225990,0.0029297545237638700,19987.49301256
2025-08-06 07:51:22,2025-08-06 07:51:22,07:51:22,19996.18096056,20094.52284208,0.0,113796.29,0.0004346692201238070,0.00043457477882450500,-0.00039742374535413700,0.0033656972180018400,19996.18096056
2025-08-06 08:51:25,2025-08-06 08:51:25,08:51:25,20081.68700072,20094.52284208,0.0,113796.29,0.004276118541268080,0.004267001926289490,0.0038324271474649900,0.007656207879548130,20081.68700072
2025-08-06 09:51:31,2025-08-06 09:51:31,09:51:31,20072.46070632,20094.52284208,0.0,113796.29,-0.0004594382135162390,-0.000459543787590006,-0.0047265457138795,0.00719325211156141,20072.46070632
2025-08-06 10:51:34,2025-08-06 10:51:34,10:51:34,20105.922217680000,20094.52284208,0.0,113796.29,0.0016670358382850900,0.0016656478763494600,0.0021251916639394600,0.008872279358910220,20105.922217680000
2025-08-06 11:51:40,2025-08-06 11:51:40,11:51:40,20098.94472312,20094.52284208,0.0,113796.29,-0.0003470367827180800,-0.0003470970139177240,-0.002012744890267180,0.008522163568908110,20098.94472312
2025-08-06 12:51:46,2025-08-06 12:51:46,12:51:46,20083.153228720000,20094.52284208,0.0,113796.29,-0.0007856877372189870,-0.0007859965515942360,-0.0004388995376765120,0.007729780072278430,20083.153228720000
2025-08-06 13:51:50,2025-08-06 13:51:50,13:51:50,20077.73606336,20094.52284208,0.0,113796.29,-0.00026973679373498700,-0.0002697731792470890,0.0005162233723471470,0.007457958272450330,20077.73606336
2025-08-06 14:51:53,2025-08-06 14:51:53,14:51:53,20067.92108936,20094.52284208,0.0,113796.29,-0.0004888486415514090,-0.0004889681670034060,-0.00021919498775631800,0.006965463818128680,20067.92108936
2025-08-06 15:51:55,2025-08-06 15:51:55,15:51:55,20082.33214104,20094.52284208,0.0,113796.29,0.0007181138303180570,0.0007178561099557330,0.0012068242769591400,0.007688579644349100,20082.33214104
2025-08-06 16:51:56,2025-08-06 16:51:56,16:51:56,20071.20850384,20094.52284208,0.0,113796.29,-0.0005539016645017550,-0.000554055124699246,-0.0012719112346549800,0.007130419262784790,20071.20850384
2025-08-06 17:51:58,2025-08-06 17:51:58,17:51:58,20062.09075408,20094.52284208,0.0,113796.29,-0.0004542700933157780,-0.0004543733052331940,9.96818194660519E-05,0.006672910033245220,20062.09075408
2025-08-06 18:51:57,2025-08-06 18:51:57,18:51:57,20063.49264312,20094.52284208,0.0,113796.29,6.9877514621286E-05,6.98750733014894E-05,0.0005242483785346840,0.006743253834234910,20063.49264312
2025-08-06 19:52:05,2025-08-06 19:52:05,19:52:05,20030.16768792,20094.52284208,0.0,113796.29,-0.001660974776065640,-0.0016623557240273300,-0.001732230797328820,0.005071078683641870,20030.16768792
2025-08-06 20:52:10,2025-08-06 20:52:10,20:52:10,20031.29340088,20094.52284208,0.0,113796.29,5.62008754765309E-05,5.61992962664971E-05,0.0017185550202938300,0.005127564558180090,20031.29340088
2025-08-06 21:52:14,2025-08-06 21:52:14,21:52:14,20009.175679760000,20094.52284208,0.0,113796.29,-0.001104158412408190,-0.001104768444397340,-0.001160967740663840,0.004017744502229800,20009.175679760000
2025-08-06 22:52:27,2025-08-06 22:52:27,22:52:27,20024.83674552,20094.52284208,0.0,113796.29,0.0007826942004331980,0.0007823880550625580,0.0018871564994599000,0.00480358336798381,20024.83674552
2025-08-06 23:52:29,2025-08-06 23:52:29,23:52:29,20044.756,20094.52284208,0.0,113796.29,0.0009947274343926620,0.0009942330209022390,0.00021184496583968100,0.005803089058535880,20044.756
2025-08-07 00:52:32,2025-08-07 00:52:32,00:52:32,20050.28302304,20094.52284208,0.0,113796.29,0.0002757341141992330,0.0002756961065348790,-0.0007185369143673600,0.006080423282356360,20050.28302304
2025-08-07 01:52:33,2025-08-07 01:52:33,01:52:33,20071.53807688,20094.52284208,0.0,113796.29,0.0010600874718613700,0.0010595259759255400,0.0007838298693906620,0.007146956534762830,20071.53807688
2025-08-07 02:52:37,2025-08-07 02:52:37,02:52:37,20072.47996424,20094.52284208,0.0,113796.29,4.69265163631771E-05,4.69254153486525E-05,-0.0010126005605768900,0.007194218432898800,20072.47996424
2025-08-07 03:52:46,2025-08-07 03:52:46,03:52:46,20137.23,20094.52284208,20.27,113796.29,0.0032258114530618900,0.003220619685409350,0.0031736942700607000,0.010443237078177500,20137.23
2025-08-07 04:52:48,2025-08-07 04:52:48,04:52:48,20137.23,20094.52284208,20.27,113796.29,0.0,0.0,-0.003220619685409350,0.010443237078177500,20137.23
