Date,Total_Value,HK_Value,AX_Value,HK_Profit,AX_Profit,Rebalance
2025-01-01,5000.0,2500.0,2497.155947797262,0.0,0.0,0
2025-01-03,4985.438878797218,2500.0,2485.438878797218,0.0,0.0,0
2025-01-06,5024.850838161003,2500.0,2524.8508381610022,0.0,0.0,0
2025-01-07,5020.59008579735,2500.0,2520.5900857973497,0.0,0.0,0
2025-01-08,5014.909082645814,2500.0,2514.9090826458137,0.0,0.0,0
2025-01-10,4976.562311372942,2500.0,2476.562311372942,0.0,0.0,0
2025-01-13,4970.171182827464,2500.0,2470.1711828274633,0.0,0.0,0
2025-01-14,4977.627499463855,2500.0,2477.627499463855,0.0,0.0,0
2025-01-15,5009.050548145791,2500.0,2509.0505481457917,0.0,0.0,0
2025-01-16,5003.19201364577,2500.0,2503.1920136457697,0.0,0.0,0
2025-01-17,5033.727405585278,2500.0,2533.727405585278,0.0,0.0,0
2025-01-21,5084.856433949107,2500.0,2584.8564339491068,0.0,0.0,0
2025-01-22,5075.62480382786,2500.0,2575.62480382786,0.0,0.0,0
2025-01-23,5096.928565646122,2500.0,2596.928565646122,0.0,0.0,0
2025-01-24,5111.131073524963,2500.0,2611.131073524963,0.0,0.0,0
2025-01-27,5111.841198918905,2500.0,2611.8411989189053,0.0,0.0,0
2025-01-28,5108.290571949195,2500.0,2608.2905719491946,0.0,0.0,0
2025-01-29,5109.000697343137,2500.0,2609.000697343137,0.0,0.0,0
2025-01-30,5138.115838494761,2500.0,2638.115838494761,0.0,0.0,0
2025-01-31,5112.551324312847,2500.0,2612.551324312847,0.0,0.0,0
2025-02-03,5090.182374403672,2500.0,2590.1823744036724,0.0,0.0,0
2025-02-04,5113.971575100732,2500.0,2613.9715751007316,0.0,0.0,0
2025-02-05,5139.181026585675,2500.0,2639.1810265856743,0.0,0.0,0
2025-02-06,5152.318346373602,2500.0,2652.3183463736027,0.0,0.0,0
2025-02-07,5128.884208373514,2500.0,2628.884208373515,0.0,0.0,0
2025-02-10,5143.974372994784,2500.0,2643.9743729947836,0.0,0.0,0
2025-02-11,5156.579098737255,2500.0,2656.5790987372548,0.0,0.0,0
2025-02-12,5163.325289979704,2500.0,2663.325289979705,0.0,0.0,0
2025-02-13,5195.635995404069,2500.0,2695.6359954040686,0.0,0.0,0
2025-02-14,5198.476496979836,2500.0,2698.4764969798366,0.0,0.0,0
2025-02-18,5216.229631828388,2500.0,2716.2296318283884,0.0,0.0,0
2025-02-19,5187.469553373734,2500.0,2687.4695533737345,0.0,0.0,0
2025-02-20,5204.157500131373,2500.0,2704.157500131373,0.0,0.0,0
2025-02-21,5141.812041170229,2500.0,2641.81204117023,0.0,0.0,0
2025-02-24,5188.179678767677,2500.0,2688.1796787676767,0.0,0.0,0
2025-02-25,5206.642939010171,2500.0,2706.6429390101707,0.0,0.0,0
2025-02-26,5208.063189798055,2500.0,2708.0631897980543,0.0,0.0,0
2025-02-27,5178.592985949459,2500.0,2678.592985949459,0.0,0.0,0
2025-02-28,5176.462609767633,2500.0,2676.462609767633,0.0,0.0,0
2025-03-03,5211.258754070794,2500.0,2711.2587540707937,0.0,0.0,0
2025-03-04,5206.998001707141,2500.0,2706.998001707141,0.0,0.0,0
2025-03-05,5273.039663343753,2500.0,2773.039663343753,0.0,0.0,0
2025-03-06,5247.475149161839,2500.0,2747.475149161839,0.0,0.0,0
2025-03-07,5261.358100613406,2500.0,2761.3581006134064,0.0,0.0,0
2025-03-10,5231.142265101172,2500.0,2731.1422651011717,0.0,0.0,0
2025-03-11,5204.157500131373,2500.0,2704.157500131373,0.0,0.0,0
2025-03-12,5223.330885767809,2500.0,2723.330885767809,0.0,0.0,0
2025-03-13,5175.75248437369,2500.0,2675.7524843736905,0.0,0.0,0
2025-03-14,5255.641591192172,2500.0,2755.6415911921727,0.0,0.0,0
2025-03-17,5285.111795040768,2500.0,2785.1117950407684,0.0,0.0,0
2025-03-18,5285.82192043471,2500.0,2785.82192043471,0.0,0.0,0
2025-03-19,5292.56811167716,2500.0,2792.5681116771602,0.0,0.0,0
2025-03-20,5262.387782434622,2500.0,2762.3877824346223,0.0,0.0,0
2025-03-21,5260.6124689497665,2500.0,2760.612468949767,0.0,0.0,0
2025-03-24,5252.090964222462,2500.0,2752.0909642224624,0.0,0.0,0
2025-03-25,5268.42384828313,2500.0,2768.4238482831297,0.0,0.0,0
2025-03-26,5233.272641282998,2500.0,2733.272641282998,0.0,0.0,0
2025-03-27,5237.53339364665,2500.0,2737.53339364665,0.0,0.0,0
2025-03-28,5211.258754070794,2500.0,2711.2587540707937,0.0,0.0,0
2025-03-31,5186.0493025858505,2500.0,2686.049302585851,0.0,0.0,0
2025-04-01,5192.7954938283,2500.0,2692.7954938283,0.0,0.0,0
2025-04-02,5169.006293131241,2500.0,2669.0062931312414,0.0,0.0,0
2025-04-03,5141.666465464472,2500.0,2641.666465464472,0.0,0.0,0
2025-04-04,4967.685743948667,2500.0,2467.6857439486666,0.0,0.0,0
2025-04-07,4956.74381247649,2412.0094632851105,2544.7343491913803,0.0,0.0,0
2025-04-08,4957.1760123560325,2465.634608850001,2491.5414035060317,0.0,0.0,0
2025-04-09,5142.775711217255,2651.2343077112228,2491.5414035060317,0.0,0.0,0
2025-04-10,5142.775711217255,2651.2343077112228,2491.5414035060317,0.0,0.0,0
2025-04-11,5142.775711217255,2651.2343077112228,2491.5414035060317,0.0,0.0,0
2025-04-14,5142.775711217255,2651.2343077112228,2491.5414035060317,0.0,0.0,0
