timestamp,price,portfolio_value
2025-09-25 04:51:07.599975,4019.505,60000.0
2025-09-25 05:51:29.091295,4025.205,60428.396369488095
2025-09-25 06:51:50.295267,4000.4449999999997,60121.80228776089
2025-09-25 07:52:11.306998,4012.615,60267.78233371629
2025-09-25 08:52:31.277819,4009.365,60228.798344451294
2025-09-25 09:52:53.472182,4030.325,60480.21508752649
2025-09-25 10:53:15.031243,4011.415,60253.3882453723
2025-09-25 11:53:40.062234,4000.675,60124.561154693496
2025-09-25 12:54:07.236063,3998.295,60096.012879477894
2025-09-25 13:54:37.678276,3965.665,59704.6136272573
2025-09-25 14:55:10.152230,4008.395,60217.16312303989
2025-09-25 15:55:29.873729,4001.505,60134.5170657981
2025-09-25 16:55:47.304044,3940.4049999999997,59401.618067616095
2025-09-25 17:56:20.008523,3849.67,58313.2450627054
2025-09-25 18:56:37.988270,3924.0950000000003,59205.9784168739
2025-09-25 19:56:53.271964,3920.425,59161.9564966885
2025-09-25 20:57:22.544786,3892.835,58831.0124155127
2025-09-25 21:57:50.864540,3912.025,59061.197878280494
2025-09-25 22:58:20.286318,3895.725,58865.678178274495
2025-09-25 23:58:45.963772,3866.255,58512.183358693095
2025-09-26 00:59:12.521608,3932.105,59302.058956570094
2025-09-26 01:59:38.905097,3948.415,59497.6986073123
2025-09-26 03:00:04.966661,3960.4449999999997,59641.999342960895
2025-09-26 04:00:34.283981,3967.3900000000003,59725.3051292518
2025-09-26 05:00:57.769279,3946.685,59476.947129949694
2025-09-26 06:01:19.343275,3923.065,59193.6234910453
2025-09-26 07:01:40.812922,3924.17,59206.878047395396
2025-09-26 08:02:01.167033,3941.355,59413.0133875551
2025-09-26 09:02:22.274693,3934.0249999999996,59325.08949792049
2025-09-26 10:02:43.166374,3911.0699999999997,59049.74258297339
2025-09-26 11:03:04.293070,3892.5299999999997,58827.353918058594
2025-09-26 12:03:26.951032,3902.325,58944.845664166496
2025-09-26 13:03:52.935258,3935.0950000000003,59337.924226693896
2025-09-26 14:04:19.419272,3961.37,59653.094786059395
2025-09-26 15:04:46.615700,3948.885,59503.3362919137
2025-09-26 16:05:15.724581,3960.125,59638.16091940249
2025-09-26 17:05:43.748142,3988.035,59972.94342413669
2025-09-26 18:06:14.764383,4050.5950000000003,60723.3552298039
