timestamp,price,portfolio_value
2025-09-25 04:51:30.033162,2.8414,40000.0
2025-09-25 05:51:36.735302,2.8634500000000003,40000.0
2025-09-25 06:51:39.140538,2.8508500000000003,40000.0
2025-09-25 07:51:42.905241,2.85045,40000.0
2025-09-25 08:51:49.892127,2.8320499999999997,40000.0
2025-09-25 09:51:52.123501,2.8324999999999996,40000.0
2025-09-25 10:51:54.499259,2.82245,40000.0
2025-09-25 11:51:56.647665,2.8137,40000.0
2025-09-25 12:52:01.169312,2.838,40000.0
2025-09-25 13:52:04.342396,2.83125,40000.0
2025-09-25 14:52:07.926979,2.84055,40000.0
2025-09-25 15:52:12.411624,2.8272500000000003,40000.0
2025-09-25 16:52:16.108884,2.7969,40000.0
2025-09-25 17:52:48.641932,2.75115,40000.69848631535
2025-09-25 18:53:20.941269,2.7920999999999996,40474.129860098896
2025-09-25 19:53:52.213964,2.7612,40116.8886036908
2025-09-25 20:54:22.648877,2.75365,40029.60150058785
2025-09-25 21:54:51.963771,2.7556000000000003,40052.1458517204
2025-09-25 22:55:20.073179,2.75195,40009.94745088255
2025-09-25 23:55:45.258327,2.7361500000000003,39827.28040068035
2025-09-26 00:56:10.650582,2.76585,40170.64821023765
2025-09-26 01:56:37.761336,2.76515,40162.55536624135
2025-09-26 02:57:03.631259,2.75805,40080.470805707446
2025-09-26 03:57:27.271030,2.7628500000000003,40135.96459311065
2025-09-26 04:57:49.065295,2.76335,40141.74519596515
2025-09-26 05:58:10.300012,2.75425,40036.538224013246
2025-09-26 06:58:31.849390,2.75535,40049.25555029315
2025-09-26 07:58:52.605159,2.7554,40049.8336105786
2025-09-26 08:59:13.230343,2.75985,40101.28097598365
2025-09-26 09:59:33.702404,2.75045,39992.605642319046
2025-09-26 10:59:57.128833,2.71285,39557.90430766065
2025-09-26 12:00:23.101589,2.72865,39740.57135786285
2025-09-26 13:00:49.920295,2.75495,40044.63106800955
2025-09-26 14:01:17.374018,2.76185,40124.403387401646
2025-09-26 15:01:46.254971,2.71035,39529.00129338815
2025-09-26 16:02:17.244603,2.73825,39851.55893266925
2025-09-26 17:02:47.776139,2.7714499999999997,40235.39096220805
2025-09-26 18:03:16.685324,2.79925,40556.792480918244
