timestamp,price,portfolio_value
2025-09-25 04:50:51.908176,111722.63500000001,116000.0
2025-09-25 05:50:55.793777,111750.765,116000.0
2025-09-25 06:50:58.840014,111635.065,116000.0
2025-09-25 07:51:05.098261,111796.595,116000.0
2025-09-25 08:51:08.223557,111816.455,116000.0
2025-09-25 09:51:11.281114,111726.36499999999,116000.0
2025-09-25 10:51:14.555702,111626.375,116000.0
2025-09-25 11:51:18.163936,111388.805,116000.0
2025-09-25 12:51:24.576404,111265.815,116000.0
2025-09-25 13:51:27.222756,111049.905,116000.0
2025-09-25 14:51:29.554445,111464.58499999999,116000.0
2025-09-25 15:51:31.887700,111536.015,116000.0
2025-09-25 16:51:36.257197,111038.07500000001,116000.0
2025-09-25 17:51:57.626933,109257.015,115531.1852083605
2025-09-25 18:52:15.767006,109576.225,115799.71446010751
2025-09-25 19:52:46.084077,109344.935,115605.1462115045
2025-09-25 20:53:15.297706,109105.455,115403.68828346851
2025-09-25 21:53:44.080368,109414.035,115663.2752528745
2025-09-25 22:54:14.419812,109348.815,115608.4101866205
2025-09-25 23:54:40.785927,109005.505,115319.60727500351
2025-09-26 00:55:06.889474,109518.795,115751.4025810065
2025-09-26 01:55:33.321937,109669.095,115877.8395552165
2025-09-26 02:55:58.874528,109660.58499999999,115870.6806819595
2025-09-26 03:56:21.781754,109642.005,115855.05061555351
2025-09-26 04:56:43.416758,109418.32500000001,115666.88413257751
2025-09-26 05:57:03.405761,109275.07500000001,115546.37783480251
2025-09-26 06:57:24.402635,109393.42499999999,115645.9374881475
2025-09-26 07:57:44.837291,109145.275,115437.1860899425
2025-09-26 08:58:05.691169,109641.975,115855.0253786325
2025-09-26 09:58:26.055481,109610.845,115828.8378669415
2025-09-26 10:58:47.892286,108955.225,115277.31019540751
2025-09-26 11:59:10.020233,109172.85,115460.38302649501
2025-09-26 12:59:36.423954,109474.92499999999,115714.49779019749
2025-09-26 14:00:04.714609,109757.995,115952.6249644465
2025-09-26 15:00:32.391360,108862.525,115199.32810951749
2025-09-26 16:01:04.064126,109074.295,115377.4755348565
2025-09-26 17:01:33.538737,109491.995,115728.8575982465
2025-09-26 18:02:02.002679,110065.315,116211.15198317051
